x,y,z,roll,pitch,yaw,CMD,CMD2
-2.6416010905154844e-05,4.925713327077667e-05,-0.001001392871855876,-0.0008090061019174755,0.44153404235839844,0.044016458094120026,0.0,0.0
-2.6416010905154844e-05,4.925713327077667e-05,-0.001001392871855876,-0.0008090061019174755,0.44153404235839844,0.044016458094120026,0.0,0.0
-2.6416010905154844e-05,4.925713327077667e-05,-0.001001392871855876,-0.0008090061019174755,0.44153404235839844,0.044016458094120026,0.0,0.0
-2.641925260571127e-05,4.9276135644811315e-05,-0.001001392871855366,-0.0008090061019174755,0.44153404235839844,0.044016458094120026,0.0,0.0
-2.641925260571127e-05,4.9276135644811315e-05,-0.001001392871855366,-0.0008090061019174755,0.44153404235839844,0.044033631682395935,0.0,0.0
-2.641925260571127e-05,4.9276135644811315e-05,-0.001001392871855366,-0.0008090061019174755,0.44153404235839844,0.044033631682395935,0.0,0.0
-2.641925260571127e-05,4.9276135644811315e-05,-0.001001392871855366,-0.0008090061019174755,0.44153404235839844,0.044033631682395935,0.0,0.0
-2.6422494312469333e-05,4.929513801735769e-05,-0.0010013928718548525,-0.0008090061019174755,0.44153404235839844,0.044033631682395935,0.0,0.0
-2.6422494312469333e-05,4.929513801735769e-05,-0.0010013928718548525,-0.0008090061019174755,0.44153404235839844,0.044033631682395935,0.0,0.0
-2.6422494312469333e-05,4.929513801735769e-05,-0.0010013928718548525,-0.0008090061019174755,0.44153404235839844,0.044050801545381546,0.0,0.0
-2.6425834259257222e-05,4.9314716217831634e-05,-0.0010013928718543147,-0.0008090061019174755,0.44153404235839844,0.044050801545381546,0.0,0.0
-2.6425834259257222e-05,4.9314716217831634e-05,-0.0010013928718543147,-0.0008090061019174755,0.44153404235839844,0.044050801545381546,0.0,0.0
-2.6425834259257222e-05,4.9314716217831634e-05,-0.0010013928718543147,-0.0008090061019174755,0.44153404235839844,0.044050801545381546,0.0,0.0
-2.6429075978613714e-05,4.9333718587374354e-05,-0.0010013928718537943,-0.0008090061019174755,0.44153404235839844,0.044050801545381546,0.0,0.0
-2.6429075978613714e-05,4.9333718587374354e-05,-0.0010013928718537943,-0.0008090061019174755,0.44153404235839844,0.04408566281199455,0.0,0.0
-2.6429075978613714e-05,4.9333718587374354e-05,-0.0010013928718537943,-0.0008090061019174755,0.44153404235839844,0.04408566281199455,0.0,0.0
-2.6429075978613714e-05,4.9333718587374354e-05,-0.0010013928718537943,-0.0008090061019174755,0.44153404235839844,0.04408566281199455,0.0,0.0
-2.643231770417618e-05,4.935272095545625e-05,-0.0010013928718532808,-0.0008090061019174755,0.44153404235839844,0.04408566281199455,0.0,0.0
-2.643231770417618e-05,4.935272095545625e-05,-0.0010013928718532808,-0.0008090061019174755,0.44153404235839844,0.044102832674980164,0.0,0.0
-2.643231770417618e-05,4.935272095545625e-05,-0.0010013928718532808,-0.0008090061019174755,0.44153404235839844,0.044102832674980164,0.0,0.0
-2.6435657670333124e-05,4.937229915132108e-05,-0.001001392871852743,-0.0008090061019174755,0.44153404235839844,0.04412052407860756,0.0,0.0
-2.6435657670333124e-05,4.937229915132108e-05,-0.001001392871852743,-0.0008090061019174755,0.44153404235839844,0.04412052407860756,0.0,0.0
-2.6435657670333124e-05,4.937229915132108e-05,-0.001001392871852743,-0.0008090061019174755,0.44153404235839844,0.04412052407860756,0.0,0.0
-2.6438899408487947e-05,4.939130151638557e-05,-0.0010013928718522226,-0.0008090061019174755,0.44153404235839844,0.04412052407860756,0.0,0.0
-2.6438899408487947e-05,4.939130151638557e-05,-0.0010013928718522226,-0.0008090061019174755,0.44153404235839844,0.04412052407860756,0.0,0.0
-2.6438899408487947e-05,4.939130151638557e-05,-0.0010013928718522226,-0.0008090061019174755,0.44153404235839844,0.04413769394159317,0.0,0.0
-2.6438899408487947e-05,4.939130151638557e-05,-0.0010013928718522226,-0.0008090061019174755,0.44153404235839844,0.04413769394159317,0.0,0.0
-2.6442141152848743e-05,4.9410303879981016e-05,-0.001001392871851723,-0.0008090061019174755,0.44153404235839844,0.04413769394159317,0.0,0.0
-2.6442141152848743e-05,4.9410303879981016e-05,-0.001001392871851723,-0.0008090061019174755,0.44153404235839844,0.04413769394159317,0.0,0.0
-2.6442141152848743e-05,4.9410303879981016e-05,-0.001001392871851723,-0.0008090061019174755,0.44153404235839844,0.04415486752986908,0.0,0.0
-2.644548113837821e-05,4.942988207124829e-05,-0.0010013928718511887,-0.0008090061019174755,0.44153404235839844,0.04415486752986908,0.0,0.0
-2.644548113837821e-05,4.942988207124829e-05,-0.0010013928718511887,-0.0008090061019174755,0.44153404235839844,0.04415486752986908,0.0,0.0
-2.644548113837821e-05,4.942988207124829e-05,-0.0010013928718511887,-0.0008090061019174755,0.44153404235839844,0.04415486752986908,0.0,0.0
-2.644872289533657e-05,4.944888443184523e-05,-0.0010013928718506683,-0.0008090061019174755,0.44153404235839844,0.04415486752986908,0.0,0.0
-2.644872289533657e-05,4.944888443184523e-05,-0.0010013928718506683,-0.0008090061019174755,0.44153404235839844,0.044189728796482086,0.0,0.0
-2.644872289533657e-05,4.944888443184523e-05,-0.0010013928718506683,-0.0008090061019174755,0.44153404235839844,0.044189728796482086,0.0,0.0
-2.644872289533657e-05,4.944888443184523e-05,-0.0010013928718506683,-0.0008090061019174755,0.44153404235839844,0.044189728796482086,0.0,0.0
-2.6451964658496564e-05,4.9467886790963374e-05,-0.0010013928718501444,-0.0008090061019174755,0.44153404235839844,0.044189728796482086,0.0,0.0
